farmer_id,region,farm_size,enrollment_cohort,age,female,household_size,baseline_income_usd,baseline_food_security_score,baseline_farm_output_kg,treatment,group,endline_income_usd,endline_food_security_score,endline_farm_output_kg,income_change_usd,sessions_attended
FRM-0402,Central,Small (<1 ha),2024-Q3,23,0,7,108.69,5.21,198.0,0,Control,161.27,4.6,160.0,52.58,
FRM-0403,South,Medium (1-3 ha),2024-Q1,28,0,7,183.32,3.81,292.6,1,Treatment,203.89,4.67,328.8,20.57,5.0
FRM-0404,North,Small (<1 ha),2023-Q3,31,1,3,107.98,4.71,285.5,0,Control,110.41,4.59,287.4,2.43,
FRM-0405,North,Small (<1 ha),2023-Q1,60,1,4,100.86,4.33,86.0,0,Control,169.28,3.99,134.7,68.42,
FRM-0406,North,Small (<1 ha),2024-Q3,52,0,6,81.28,4.15,126.2,1,Treatment,126.08,5.4,317.9,44.8,6.0
FRM-0407,Central,Medium (1-3 ha),2023-Q3,51,0,7,153.06,2.07,335.9,1,Treatment,172.26,2.78,426.7,19.2,4.0
FRM-0408,South,Small (<1 ha),2024-Q1,64,1,6,216.34,2.75,143.9,1,Treatment,195.06,3.26,264.6,-21.28,3.0
FRM-0409,Central,Small (<1 ha),2024-Q1,56,0,6,115.11,5.48,173.5,1,Treatment,145.25,7.32,339.7,30.14,3.0
FRM-0410,North,Medium (1-3 ha),2024-Q1,40,1,8,134.97,4.08,251.1,1,Treatment,101.53,4.14,322.7,-33.44,4.0
FRM-0411,Central,Medium (1-3 ha),2023-Q3,39,0,8,125.21,5.31,338.0,0,Control,144.06,5.76,259.7,18.85,
FRM-0412,Central,Medium (1-3 ha),2023-Q1,28,1,3,130.27,2.68,434.7,0,Control,133.85,2.16,537.4,3.58,
FRM-0413,North,Small (<1 ha),2024-Q3,27,0,4,70.61,3.24,57.0,0,Control,82.18,2.85,99.3,11.57,
FRM-0414,South,Small (<1 ha),2023-Q1,23,0,8,179.82,5.06,262.2,0,Control,148.46,4.05,197.0,-31.36,
FRM-0415,South,Medium (1-3 ha),2023-Q3,54,0,4,174.47,5.54,470.5,1,Treatment,176.07,5.25,597.7,1.6,5.0
FRM-0416,Central,Small (<1 ha),2024-Q1,34,0,8,85.52,3.01,220.0,1,Treatment,152.53,2.41,276.3,67.01,4.0
FRM-0417,South,Medium (1-3 ha),2023-Q3,33,0,4,177.03,4.36,338.6,1,Treatment,228.23,5.38,442.2,51.2,5.0
FRM-0418,South,Large (>3 ha),2023-Q1,56,1,6,176.69,3.76,615.1,0,Control,222.04,3.93,626.7,45.35,
FRM-0419,South,Medium (1-3 ha),2024-Q1,35,0,5,116.29,6.68,377.5,1,Treatment,166.34,6.13,471.4,50.05,4.0
FRM-0420,North,Small (<1 ha),2024-Q3,57,0,3,108.39,3.69,199.9,0,Control,136.97,3.81,225.4,28.58,
FRM-0421,Central,Small (<1 ha),2023-Q1,61,0,6,159.45,3.37,205.8,0,Control,131.8,3.42,106.7,-27.65,
FRM-0422,North,Medium (1-3 ha),2023-Q3,49,1,4,185.06,6.35,400.9,1,Treatment,207.12,7.24,638.2,22.06,5.0
FRM-0423,North,Medium (1-3 ha),2024-Q3,25,1,2,148.47,2.49,344.8,0,Control,204.79,1.96,209.6,56.32,
FRM-0424,Central,Medium (1-3 ha),2023-Q3,46,0,5,97.67,3.13,428.3,0,Control,117.57,2.9,354.2,19.9,
FRM-0425,Central,Small (<1 ha),2023-Q1,26,0,5,81.52,4.03,285.7,1,Treatment,72.23,6.24,518.3,-9.29,6.0
FRM-0426,Central,Small (<1 ha),2023-Q1,36,1,6,112.1,4.49,246.1,0,Control,177.29,3.97,259.6,65.19,
FRM-0427,Central,Small (<1 ha),2024-Q3,64,1,7,74.61,5.99,124.6,1,Treatment,74.3,6.82,338.3,-0.31,4.0
FRM-0428,Central,Small (<1 ha),2023-Q1,63,1,2,102.71,4.69,93.9,0,Control,30.7,4.36,50.0,-72.01,
FRM-0429,Central,Large (>3 ha),2024-Q1,31,0,8,231.79,4.89,458.5,0,Control,235.76,4.38,486.5,3.97,
FRM-0430,South,Small (<1 ha),2024-Q3,45,0,3,152.66,5.64,106.9,0,Control,166.98,4.76,115.1,14.32,
FRM-0431,South,Medium (1-3 ha),2023-Q3,56,0,3,234.04,2.48,274.1,0,Control,230.61,1.75,280.8,-3.43,
FRM-0432,South,Large (>3 ha),2024-Q1,30,1,3,154.54,3.78,627.1,1,Treatment,123.93,4.81,749.9,-30.61,3.0
FRM-0433,South,Small (<1 ha),2023-Q1,46,1,5,167.26,2.34,112.9,0,Control,153.27,2.02,122.9,-13.99,
FRM-0434,South,Medium (1-3 ha),2024-Q3,50,0,4,104.6,6.64,340.5,1,Treatment,152.71,6.91,425.1,48.11,4.0
FRM-0435,South,Medium (1-3 ha),2024-Q3,34,1,2,207.43,6.4,386.5,0,Control,181.12,7.76,388.4,-26.31,
FRM-0436,South,Medium (1-3 ha),2023-Q3,63,1,4,115.48,3.85,330.6,0,Control,135.69,2.93,327.9,20.21,
FRM-0437,South,Medium (1-3 ha),2024-Q1,51,1,7,107.88,6.95,320.6,1,Treatment,169.72,7.79,450.1,61.84,4.0
FRM-0438,North,Small (<1 ha),2024-Q3,29,1,3,95.43,2.56,221.8,0,Control,130.24,2.37,232.3,34.81,
FRM-0439,Central,Medium (1-3 ha),2023-Q1,63,1,2,174.53,4.56,461.6,1,Treatment,179.03,5.83,543.6,4.5,5.0
FRM-0440,South,Medium (1-3 ha),2024-Q1,26,0,6,59.02,3.27,210.4,1,Treatment,73.48,3.2,331.5,14.46,3.0
FRM-0441,North,Small (<1 ha),2024-Q3,53,1,5,164.74,3.81,169.1,0,Control,191.87,4.6,101.5,27.13,
FRM-0442,Central,Small (<1 ha),2023-Q1,47,0,8,82.35,2.2,228.8,1,Treatment,121.8,3.05,270.8,39.45,6.0
FRM-0443,South,Medium (1-3 ha),2023-Q1,54,0,3,111.27,4.54,333.9,1,Treatment,151.74,4.69,394.0,40.47,6.0
FRM-0444,South,Medium (1-3 ha),2023-Q1,26,0,3,138.53,5.48,420.4,1,Treatment,144.83,7.07,513.0,6.3,4.0
FRM-0445,North,Medium (1-3 ha),2023-Q3,25,0,5,56.55,4.9,285.1,1,Treatment,90.61,7.31,290.4,34.06,6.0
FRM-0446,Central,Small (<1 ha),2023-Q3,47,0,5,87.13,3.43,255.0,1,Treatment,113.03,4.8,321.6,25.9,4.0
FRM-0447,South,Medium (1-3 ha),2023-Q1,39,0,6,142.22,6.27,329.8,0,Control,193.01,6.64,292.2,50.79,
FRM-0448,North,Small (<1 ha),2023-Q1,28,1,8,91.09,5.89,134.6,0,Control,144.21,6.44,193.4,53.12,
FRM-0449,Central,Small (<1 ha),2024-Q1,37,0,8,93.83,4.06,175.0,0,Control,86.78,4.22,143.6,-7.05,
FRM-0450,Central,Small (<1 ha),2024-Q1,23,0,4,80.18,2.81,117.1,0,Control,82.04,2.71,204.5,1.86,
FRM-0451,Central,Medium (1-3 ha),2024-Q3,27,0,4,94.31,3.35,453.7,1,Treatment,179.9,4.06,487.0,85.59,6.0
FRM-0452,Central,Medium (1-3 ha),2024-Q1,39,1,2,153.18,5.59,292.4,0,Control,210.37,5.59,258.7,57.19,
FRM-0453,South,Medium (1-3 ha),2023-Q1,59,0,2,141.52,5.72,500.3,1,Treatment,182.65,6.35,614.7,41.13,2.0
FRM-0454,South,Small (<1 ha),2023-Q3,59,1,5,87.12,4.43,224.1,0,Control,66.22,5.13,283.8,-20.9,
FRM-0455,North,Small (<1 ha),2023-Q1,64,1,3,74.69,6.92,142.4,0,Control,37.09,7.32,120.7,-37.6,
FRM-0456,North,Small (<1 ha),2024-Q1,49,1,4,65.27,2.84,95.6,1,Treatment,60.18,3.46,219.3,-5.09,6.0
FRM-0457,North,Small (<1 ha),2024-Q3,50,0,6,120.99,6.14,240.5,0,Control,94.25,7.06,267.2,-26.74,
FRM-0458,North,Large (>3 ha),2023-Q1,49,0,6,155.44,6.65,596.7,1,Treatment,196.48,7.87,744.1,41.04,6.0
FRM-0459,North,Small (<1 ha),2024-Q3,61,0,3,117.38,3.38,122.6,0,Control,100.75,3.15,111.7,-16.63,
FRM-0460,South,Medium (1-3 ha),2023-Q1,61,0,8,91.19,4.07,461.1,0,Control,124.21,4.56,514.5,33.02,
FRM-0461,North,Large (>3 ha),2024-Q1,44,1,3,95.53,4.47,410.3,0,Control,74.08,5.28,373.3,-21.45,
FRM-0462,South,Small (<1 ha),2023-Q1,27,0,6,103.37,3.14,266.9,1,Treatment,126.12,3.85,335.8,22.75,6.0
FRM-0463,North,Small (<1 ha),2024-Q3,53,0,7,74.52,2.59,196.1,1,Treatment,63.98,2.9,360.7,-10.54,4.0
FRM-0464,North,Medium (1-3 ha),2024-Q3,52,1,8,121.44,2.83,401.3,0,Control,98.73,3.11,403.7,-22.71,
FRM-0465,South,Small (<1 ha),2024-Q3,56,0,8,85.88,5.86,176.6,1,Treatment,128.09,6.11,274.4,42.21,5.0
FRM-0466,Central,Small (<1 ha),2023-Q1,53,1,3,92.76,6.31,203.4,0,Control,32.49,6.54,88.1,-60.27,
FRM-0467,North,Large (>3 ha),2023-Q1,34,1,4,206.42,3.86,547.6,0,Control,148.17,3.38,526.6,-58.25,
FRM-0468,Central,Medium (1-3 ha),2023-Q3,31,1,2,121.26,6.53,296.7,1,Treatment,154.19,7.32,335.0,32.93,3.0
FRM-0469,North,Small (<1 ha),2024-Q1,48,0,8,106.43,6.71,192.2,0,Control,49.97,8.33,232.1,-56.46,
FRM-0470,South,Small (<1 ha),2023-Q1,30,0,5,80.98,2.59,331.0,1,Treatment,121.61,2.88,426.5,40.63,5.0
FRM-0471,North,Large (>3 ha),2024-Q1,47,1,4,214.38,2.59,604.7,0,Control,161.49,1.66,599.0,-52.89,
FRM-0472,Central,Medium (1-3 ha),2023-Q1,28,1,4,177.86,3.85,268.6,0,Control,170.19,4.38,251.8,-7.67,
FRM-0473,North,Medium (1-3 ha),2024-Q1,41,0,8,122.38,3.58,305.2,0,Control,119.57,3.27,272.5,-2.81,
FRM-0474,Central,Medium (1-3 ha),2023-Q3,28,0,7,50.45,4.22,220.4,0,Control,25.61,3.46,207.9,-24.84,
FRM-0475,Central,Small (<1 ha),2023-Q1,47,1,5,139.21,3.55,214.8,0,Control,132.98,3.95,232.7,-6.23,
FRM-0476,Central,Medium (1-3 ha),2024-Q1,64,1,5,135.1,3.41,395.5,0,Control,130.88,2.94,431.7,-4.22,
FRM-0477,South,Small (<1 ha),2023-Q3,51,0,5,178.54,4.01,211.7,0,Control,191.45,4.66,244.4,12.91,
FRM-0478,North,Small (<1 ha),2024-Q3,42,1,3,132.34,6.76,307.5,1,Treatment,147.33,8.23,458.2,14.99,3.0
FRM-0479,Central,Small (<1 ha),2023-Q3,22,1,2,85.64,5.16,260.7,1,Treatment,149.83,5.44,300.2,64.19,4.0
FRM-0480,South,Small (<1 ha),2023-Q3,36,1,5,122.24,4.97,50.0,0,Control,211.87,5.25,89.2,89.63,
FRM-0481,North,Medium (1-3 ha),2024-Q3,35,1,7,185.64,2.72,317.9,1,Treatment,175.21,3.85,472.1,-10.43,6.0
FRM-0482,South,Small (<1 ha),2024-Q1,44,1,6,53.37,3.04,215.7,0,Control,69.3,3.14,177.9,15.93,
FRM-0483,Central,Small (<1 ha),2023-Q1,33,0,4,104.0,5.06,189.9,1,Treatment,112.07,5.02,235.7,8.07,4.0
FRM-0484,North,Medium (1-3 ha),2024-Q3,43,0,6,121.23,6.68,468.6,1,Treatment,162.63,7.67,559.6,41.4,5.0
FRM-0485,South,Medium (1-3 ha),2023-Q1,64,1,6,121.94,3.39,263.0,1,Treatment,131.94,3.92,334.5,10.0,3.0
FRM-0486,South,Large (>3 ha),2023-Q3,52,1,8,129.88,2.98,654.7,0,Control,164.88,1.85,668.8,35.0,
FRM-0487,South,Small (<1 ha),2023-Q3,62,0,5,103.53,2.39,202.8,1,Treatment,166.18,3.55,204.9,62.65,6.0
FRM-0488,North,Medium (1-3 ha),2024-Q1,60,1,7,62.73,5.13,361.6,1,Treatment,47.33,5.44,424.7,-15.4,3.0
FRM-0489,Central,Large (>3 ha),2023-Q3,61,1,7,211.92,3.88,719.5,1,Treatment,260.52,5.37,808.5,48.6,5.0
FRM-0490,North,Small (<1 ha),2023-Q3,30,0,6,53.33,4.31,165.1,1,Treatment,53.15,4.87,177.9,-0.18,4.0
FRM-0491,South,Large (>3 ha),2023-Q3,60,0,8,168.68,6.54,677.4,1,Treatment,237.03,8.19,726.8,68.35,3.0
FRM-0492,North,Small (<1 ha),2024-Q1,58,0,8,41.02,6.11,103.5,0,Control,48.06,5.54,186.0,7.04,
FRM-0493,Central,Small (<1 ha),2024-Q1,41,0,3,79.97,6.21,239.9,0,Control,106.39,5.05,283.3,26.42,
FRM-0494,Central,Medium (1-3 ha),2023-Q3,60,0,8,68.37,4.99,343.0,1,Treatment,111.14,5.34,507.3,42.77,5.0
FRM-0495,Central,Medium (1-3 ha),2024-Q1,59,0,3,119.23,2.29,382.1,0,Control,102.57,1.61,312.2,-16.66,
FRM-0496,North,Medium (1-3 ha),2024-Q3,23,0,6,96.75,5.19,483.2,1,Treatment,121.2,6.42,551.1,24.45,5.0
FRM-0497,Central,Medium (1-3 ha),2024-Q1,49,0,4,129.27,5.9,302.6,0,Control,134.6,4.53,289.5,5.33,
FRM-0498,Central,Small (<1 ha),2023-Q1,23,0,8,150.38,5.32,190.3,1,Treatment,288.96,5.42,389.2,138.58,4.0
FRM-0499,South,Small (<1 ha),2024-Q1,28,0,5,20.0,5.22,317.9,0,Control,29.44,5.22,421.3,9.44,
FRM-0500,Central,Medium (1-3 ha),2024-Q1,40,1,3,20.0,5.14,399.8,0,Control,20.0,5.71,386.1,0.0,
FRM-0501,South,Large (>3 ha),2023-Q3,43,0,3,127.02,3.15,582.0,0,Control,109.21,2.69,616.8,-17.81,
FRM-0502,Central,Small (<1 ha),2024-Q1,56,0,7,49.98,6.56,300.1,1,Treatment,106.64,7.36,392.4,56.66,5.0
FRM-0503,North,Small (<1 ha),2023-Q1,61,1,4,87.63,6.49,50.0,1,Treatment,141.79,7.27,141.0,54.16,5.0
FRM-0504,North,Large (>3 ha),2023-Q3,63,0,5,128.6,6.55,629.0,0,Control,66.56,6.62,648.6,-62.04,
FRM-0505,Central,Medium (1-3 ha),2024-Q1,50,0,5,132.22,4.29,309.8,0,Control,168.49,4.17,381.7,36.27,
FRM-0506,North,Small (<1 ha),2023-Q3,34,1,8,122.32,2.17,86.7,1,Treatment,97.04,2.99,144.4,-25.28,4.0
FRM-0507,South,Small (<1 ha),2023-Q3,53,0,6,72.87,6.75,336.6,1,Treatment,98.88,8.31,492.6,26.01,5.0
FRM-0508,South,Small (<1 ha),2023-Q1,52,0,5,144.58,5.38,266.8,1,Treatment,154.91,5.55,470.4,10.33,5.0
FRM-0509,North,Small (<1 ha),2023-Q3,42,0,6,150.73,5.32,297.3,1,Treatment,249.93,4.92,369.3,99.2,5.0
FRM-0510,South,Medium (1-3 ha),2023-Q1,37,0,4,155.45,2.44,250.7,1,Treatment,180.37,3.79,397.1,24.92,5.0
FRM-0511,North,Medium (1-3 ha),2023-Q1,22,1,3,141.33,6.7,388.8,0,Control,112.99,7.43,463.9,-28.34,
FRM-0512,North,Medium (1-3 ha),2023-Q3,30,0,6,118.7,2.35,416.6,1,Treatment,195.85,3.17,424.0,77.15,5.0
FRM-0513,Central,Large (>3 ha),2023-Q3,34,1,6,157.44,5.1,605.1,1,Treatment,154.02,5.18,826.6,-3.42,6.0
FRM-0514,Central,Small (<1 ha),2023-Q3,38,0,3,105.5,2.06,150.8,0,Control,102.88,1.27,123.7,-2.62,
FRM-0515,North,Small (<1 ha),2023-Q3,45,1,3,105.63,3.41,50.0,0,Control,104.04,3.12,116.5,-1.59,
FRM-0516,North,Small (<1 ha),2023-Q3,62,0,3,161.32,6.73,308.1,0,Control,149.79,6.7,361.8,-11.53,
FRM-0517,South,Large (>3 ha),2024-Q3,24,0,7,171.93,2.76,767.2,1,Treatment,169.33,3.25,763.9,-2.6,4.0
FRM-0518,Central,Small (<1 ha),2024-Q1,49,0,3,91.92,2.14,245.7,1,Treatment,133.96,2.12,308.0,42.04,6.0
FRM-0519,Central,Small (<1 ha),2023-Q3,26,0,6,112.43,5.32,271.8,1,Treatment,154.85,5.8,370.5,42.42,6.0
FRM-0520,North,Small (<1 ha),2023-Q1,29,0,3,107.74,4.77,215.8,0,Control,100.2,5.12,207.9,-7.54,
FRM-0521,South,Medium (1-3 ha),2024-Q1,63,0,8,142.08,6.22,304.5,0,Control,155.59,6.48,298.7,13.51,
FRM-0522,North,Small (<1 ha),2024-Q1,23,1,3,111.56,3.11,326.4,0,Control,141.87,3.51,348.8,30.31,
FRM-0523,North,Medium (1-3 ha),2023-Q1,35,0,4,96.09,6.36,284.5,0,Control,77.37,7.37,352.2,-18.72,
FRM-0524,North,Medium (1-3 ha),2023-Q3,54,0,6,135.18,3.87,432.8,1,Treatment,159.7,4.83,535.3,24.52,5.0
FRM-0525,North,Small (<1 ha),2023-Q1,54,1,8,153.12,3.44,218.8,1,Treatment,203.9,4.51,218.0,50.78,4.0
FRM-0526,Central,Medium (1-3 ha),2023-Q3,50,0,5,174.66,2.27,343.2,0,Control,116.94,2.11,223.1,-57.72,
FRM-0527,Central,Large (>3 ha),2023-Q1,35,1,3,165.03,4.56,618.8,0,Control,183.62,3.6,631.8,18.59,
FRM-0528,South,Small (<1 ha),2023-Q3,36,1,5,179.09,2.85,212.2,1,Treatment,178.15,3.57,178.2,-0.94,3.0
FRM-0529,Central,Small (<1 ha),2024-Q3,48,0,6,141.67,5.74,83.6,0,Control,154.5,5.63,165.4,12.83,
FRM-0530,Central,Large (>3 ha),2023-Q3,23,0,8,176.12,6.69,726.6,0,Control,155.98,7.36,770.7,-20.14,
FRM-0531,North,Medium (1-3 ha),2023-Q1,37,0,3,172.51,2.01,361.6,0,Control,180.49,1.22,364.4,7.98,
FRM-0532,North,Small (<1 ha),2023-Q3,40,0,4,167.7,3.14,326.9,1,Treatment,183.97,3.56,494.4,16.27,4.0
FRM-0533,North,Small (<1 ha),2024-Q1,54,0,5,126.26,2.95,172.2,0,Control,156.58,3.7,217.7,30.32,
FRM-0534,North,Medium (1-3 ha),2023-Q3,44,0,8,138.43,2.57,247.8,0,Control,156.46,2.93,273.0,18.03,
FRM-0535,North,Medium (1-3 ha),2024-Q3,61,0,5,104.61,4.32,433.7,0,Control,48.14,4.7,412.7,-56.47,
FRM-0536,Central,Small (<1 ha),2023-Q3,51,0,6,24.73,3.83,174.3,1,Treatment,45.28,4.8,289.2,20.55,5.0
FRM-0537,Central,Medium (1-3 ha),2023-Q3,29,0,7,84.03,4.13,255.0,0,Control,118.44,3.92,259.6,34.41,
FRM-0538,Central,Large (>3 ha),2024-Q3,24,1,6,179.9,5.92,652.9,1,Treatment,206.74,7.47,842.4,26.84,6.0
FRM-0539,Central,Medium (1-3 ha),2023-Q1,58,1,5,129.22,2.18,397.9,0,Control,117.17,1.9,388.8,-12.05,
FRM-0540,South,Small (<1 ha),2024-Q3,56,1,6,119.83,6.35,195.5,0,Control,162.01,6.81,119.5,42.18,
FRM-0541,South,Small (<1 ha),2023-Q3,34,0,8,134.64,6.34,208.0,1,Treatment,149.22,7.44,443.1,14.58,3.0
FRM-0542,Central,Medium (1-3 ha),2023-Q3,50,1,8,94.43,6.81,418.9,1,Treatment,95.23,7.82,523.3,0.8,5.0
FRM-0543,South,Large (>3 ha),2023-Q1,63,1,3,112.21,2.43,635.2,0,Control,58.64,2.26,703.3,-53.57,
FRM-0544,North,Large (>3 ha),2024-Q1,41,1,2,170.31,2.6,652.9,1,Treatment,123.25,3.36,750.6,-47.06,3.0
FRM-0545,Central,Small (<1 ha),2023-Q1,57,0,6,81.64,4.44,176.4,1,Treatment,109.61,6.36,348.0,27.97,6.0
FRM-0546,South,Large (>3 ha),2023-Q3,49,0,4,227.87,3.44,508.5,0,Control,238.28,3.92,429.0,10.41,
FRM-0547,South,Small (<1 ha),2023-Q1,44,1,2,96.9,6.91,139.6,0,Control,118.47,7.5,101.1,21.57,
FRM-0548,South,Medium (1-3 ha),2024-Q3,51,0,5,172.89,4.73,273.1,1,Treatment,182.92,5.85,318.2,10.03,4.0
FRM-0549,North,Large (>3 ha),2024-Q1,26,0,6,179.57,5.1,625.7,0,Control,199.59,4.79,503.2,20.02,
FRM-0550,Central,Medium (1-3 ha),2023-Q1,40,0,4,151.01,3.96,403.0,1,Treatment,147.21,4.32,479.6,-3.8,5.0
FRM-0551,North,Small (<1 ha),2023-Q3,35,0,5,120.17,4.01,228.6,1,Treatment,145.53,4.64,411.0,25.36,3.0
FRM-0552,Central,Medium (1-3 ha),2023-Q3,56,0,8,91.36,5.8,171.1,1,Treatment,157.64,6.73,307.1,66.28,4.0
FRM-0553,Central,Large (>3 ha),2023-Q1,34,1,7,192.71,4.16,687.2,1,Treatment,215.22,5.66,802.1,22.51,4.0
FRM-0554,South,Small (<1 ha),2023-Q1,44,0,2,80.99,5.92,108.4,0,Control,91.99,5.53,106.7,11.0,
FRM-0555,North,Medium (1-3 ha),2024-Q1,47,0,6,155.55,3.26,333.4,1,Treatment,147.43,5.03,427.3,-8.12,5.0
FRM-0556,South,Medium (1-3 ha),2023-Q3,61,1,8,109.57,3.27,434.4,1,Treatment,152.62,3.34,441.7,43.05,3.0
FRM-0557,North,Small (<1 ha),2024-Q1,31,0,8,83.58,4.04,202.2,0,Control,57.91,4.2,213.0,-25.67,
FRM-0558,Central,Small (<1 ha),2023-Q1,56,0,7,27.53,4.41,275.0,0,Control,57.49,4.33,352.7,29.96,
FRM-0559,South,Small (<1 ha),2024-Q3,36,0,7,92.38,5.65,203.0,0,Control,96.85,6.61,259.7,4.47,
FRM-0560,South,Large (>3 ha),2024-Q3,52,1,5,89.24,4.1,676.0,0,Control,55.02,4.61,749.5,-34.22,
FRM-0561,Central,Medium (1-3 ha),2023-Q1,25,0,5,60.24,6.83,352.8,1,Treatment,86.17,7.4,400.4,25.93,6.0
FRM-0562,Central,Medium (1-3 ha),2023-Q1,34,0,5,97.69,3.31,267.2,0,Control,97.88,2.53,253.6,0.19,
FRM-0563,North,Small (<1 ha),2024-Q1,40,1,6,110.49,6.28,226.9,0,Control,160.03,6.49,64.9,49.54,
FRM-0564,South,Small (<1 ha),2023-Q1,50,0,5,138.31,3.35,228.1,0,Control,183.72,3.52,258.7,45.41,
FRM-0565,South,Small (<1 ha),2023-Q3,23,0,8,82.54,2.08,174.9,0,Control,71.53,1.0,133.5,-11.01,
FRM-0566,North,Large (>3 ha),2023-Q3,43,0,2,153.44,3.05,634.1,0,Control,182.43,3.57,628.4,28.99,
FRM-0567,Central,Small (<1 ha),2024-Q3,55,0,6,127.02,2.76,267.6,0,Control,76.1,1.99,442.3,-50.92,
FRM-0568,Central,Small (<1 ha),2023-Q1,36,0,3,93.12,5.87,108.0,0,Control,78.16,5.06,50.0,-14.96,
FRM-0569,Central,Medium (1-3 ha),2023-Q1,42,0,5,147.64,3.67,292.8,0,Control,135.42,3.74,347.4,-12.22,
FRM-0570,South,Medium (1-3 ha),2024-Q1,29,0,6,168.43,2.78,501.8,1,Treatment,217.84,4.19,627.8,49.41,4.0
FRM-0571,Central,Small (<1 ha),2023-Q1,36,0,2,81.94,2.67,207.0,1,Treatment,103.74,2.53,358.2,21.8,6.0
FRM-0572,Central,Small (<1 ha),2023-Q1,48,0,8,117.42,2.39,181.0,0,Control,116.39,3.14,188.3,-1.03,
FRM-0573,South,Small (<1 ha),2023-Q3,53,1,5,112.65,6.34,142.4,1,Treatment,164.02,7.21,184.3,51.37,2.0
FRM-0574,North,Small (<1 ha),2023-Q1,43,0,4,63.56,6.94,95.9,1,Treatment,32.65,7.93,195.3,-30.91,6.0
FRM-0575,South,Small (<1 ha),2023-Q3,42,0,3,169.45,5.48,345.0,0,Control,167.39,5.44,441.3,-2.06,
FRM-0576,South,Small (<1 ha),2024-Q3,31,0,5,141.22,2.37,52.9,1,Treatment,131.91,2.68,187.1,-9.31,5.0
FRM-0577,Central,Medium (1-3 ha),2023-Q1,24,0,4,146.47,6.33,297.9,1,Treatment,128.1,7.76,329.7,-18.37,4.0
FRM-0578,North,Small (<1 ha),2023-Q3,26,1,7,131.64,2.13,134.0,0,Control,118.76,2.53,200.1,-12.88,
FRM-0579,Central,Small (<1 ha),2024-Q1,56,0,6,86.83,3.86,124.6,0,Control,52.74,3.75,70.9,-34.09,
FRM-0580,Central,Small (<1 ha),2023-Q3,55,0,7,89.32,4.8,123.8,0,Control,68.35,4.12,151.6,-20.97,
FRM-0581,North,Small (<1 ha),2023-Q1,35,0,6,104.19,2.96,325.9,0,Control,129.2,2.24,366.6,25.01,
FRM-0582,South,Medium (1-3 ha),2024-Q3,23,1,7,103.72,2.73,380.4,1,Treatment,77.83,4.56,590.5,-25.89,5.0
FRM-0583,North,Small (<1 ha),2023-Q1,29,1,4,74.21,2.67,134.5,1,Treatment,91.25,3.91,191.4,17.04,4.0
FRM-0584,South,Large (>3 ha),2023-Q3,28,0,2,133.22,6.3,639.8,1,Treatment,123.34,7.04,720.2,-9.88,4.0
FRM-0585,North,Small (<1 ha),2024-Q3,31,0,5,101.39,5.72,278.5,0,Control,92.48,5.53,228.0,-8.91,
FRM-0586,Central,Medium (1-3 ha),2023-Q1,23,0,7,121.15,6.73,286.8,0,Control,132.38,5.69,290.8,11.23,
FRM-0587,North,Small (<1 ha),2023-Q3,37,0,6,110.83,3.93,63.7,0,Control,153.63,3.54,50.0,42.8,
FRM-0588,South,Medium (1-3 ha),2023-Q3,46,1,8,147.48,2.66,382.3,1,Treatment,98.79,3.86,461.5,-48.69,3.0
FRM-0589,North,Medium (1-3 ha),2023-Q3,60,1,3,116.46,5.53,493.7,0,Control,84.5,5.69,540.1,-31.96,
FRM-0590,Central,Medium (1-3 ha),2023-Q1,57,1,4,121.14,6.98,388.1,0,Control,161.4,6.89,513.6,40.26,
FRM-0591,Central,Small (<1 ha),2023-Q1,48,0,5,111.52,5.35,107.9,0,Control,98.79,5.35,153.6,-12.73,
FRM-0592,North,Medium (1-3 ha),2023-Q1,47,1,6,68.11,3.41,345.1,1,Treatment,91.68,4.14,335.7,23.57,4.0
FRM-0593,North,Small (<1 ha),2024-Q3,58,0,5,108.48,6.09,144.4,0,Control,93.33,5.29,185.6,-15.15,
FRM-0594,North,Medium (1-3 ha),2023-Q1,56,1,4,138.03,4.79,340.5,1,Treatment,99.01,5.51,374.5,-39.02,4.0
FRM-0595,North,Small (<1 ha),2024-Q1,51,1,7,70.08,5.17,262.1,0,Control,136.11,5.31,263.2,66.03,
FRM-0596,North,Medium (1-3 ha),2023-Q1,26,1,8,75.1,6.86,422.2,1,Treatment,89.43,6.8,559.9,14.33,4.0
FRM-0597,South,Small (<1 ha),2024-Q1,31,0,6,79.29,2.92,187.7,1,Treatment,121.59,3.74,309.5,42.3,5.0
FRM-0598,North,Small (<1 ha),2023-Q1,40,1,5,30.78,4.26,229.9,1,Treatment,20.0,4.93,358.4,-10.78,4.0
FRM-0599,North,Large (>3 ha),2024-Q1,45,1,8,116.27,6.25,578.3,0,Control,114.22,6.1,597.6,-2.05,
FRM-0600,South,Small (<1 ha),2023-Q1,60,0,8,20.0,5.26,184.5,0,Control,20.0,5.13,172.8,0.0,
FRM-0601,Central,Small (<1 ha),2023-Q1,28,1,7,96.39,6.44,291.9,1,Treatment,107.1,6.88,361.6,10.71,6.0
FRM-0602,Central,Medium (1-3 ha),2024-Q1,26,1,5,134.71,2.73,410.9,0,Control,106.78,2.92,303.1,-27.93,
FRM-0603,Central,Small (<1 ha),2023-Q1,38,1,4,106.49,4.01,135.7,0,Control,107.67,4.62,174.0,1.18,
